4.39193,"20,32,16,4096,4,1,0,0,0",0.774398,5.67142,99.4254,0.821242
4.68944,"20,32,16,4096,4,2,0,0,0",0.771397,6.07915,105.497,0.815489
5.32993,"20,32,16,4096,4,4,0,0,0",0.770631,6.91633,117.639,0.804105
1.79769e+308,"20,32,16,4096,64,1,0,0,0",1.79769e+308,17.1873,240.982,0.697092
1.79769e+308,"20,32,16,4096,64,16,0,0,0",1.79769e+308,27.1243,332.049,0.627331
14.2605,"20,32,16,4096,64,2,0,0,0",0.801932,17.7827,247.053,0.692209
32.8093,"20,32,16,4096,64,32,0,0,0",0.812524,40.3795,429.187,0.560598
15.3163,"20,32,16,4096,64,4,0,0,0",0.80607,19.0011,259.195,0.682545
1.79769e+308,"20,32,16,4096,64,64,0,0,0",1.79769e+308,77.3059,623.463,0.447672
17.46,"20,32,16,4096,64,8,0,0,0",0.810186,21.5506,283.48,0.663621
4.8835,"20,32,16,4096,8,1,0,0,0",0.774138,6.30831,108.862,0.812317
5.19077,"20,32,16,4096,8,2,0,0,0",0.7716,6.72729,114.934,0.806627
5.84376,"20,32,16,4096,8,4,0,0,0",0.770208,7.58724,127.076,0.795366
7.23788,"20,32,16,4096,8,8,0,0,0",0.770232,9.39701,151.36,0.773314
5.46682,"20,64,16,4096,1,1,0,0,0",0.778948,7.01821,116.648,0.785377
7.4707,"20,64,16,4096,16,1,0,0,0",0.771322,9.68558,152.037,0.753847
13.6852,"20,64,16,4096,16,16,0,0,0",0.767553,17.8296,243.104,0.678407
7.81936,"20,64,16,4096,16,2,0,0,0",0.768877,10.1698,158.108,0.748566
8.57111,"20,64,16,4096,16,4,0,0,0",0.767849,11.1625,170.25,0.738116
10.164,"20,64,16,4096,16,8,0,0,0",0.767294,13.2465,194.535,0.71765
5.55237,"20,64,16,4096,2,1,0,0,0",0.772456,7.18794,119.007,0.783235
5.88736,"20,64,16,4096,2,2,0,0,0",0.771611,7.62996,125.078,0.777748
1.79769e+308,"20,64,16,4096,32,1,0,0,0",1.79769e+308,12.8284,189.785,0.721608
1.79769e+308,"20,64,16,4096,32,16,0,0,0",1.79769e+308,21.7995,280.852,0.649394
10.2879,"20,64,16,4096,32,2,0,0,0",0.769833,13.3638,195.856,0.716553
26.0313,"20,64,16,4096,32,32,0,0,0",0.769044,33.8489,377.99,0.580314
11.1203,"20,64,16,4096,32,4,0,0,0",0.76902,14.4604,207.998,0.70655
12.8848,"20,64,16,4096,32,8,0,0,0",0.768836,16.7589,232.283,0.68696
5.80962,"20,64,16,4096,4,1,0,0,0",0.771445,7.53083,123.725,0.778967
6.13162,"20,64,16,4096,4,2,0,0,0",0.768494,7.97875,129.797,0.773511
6.83041,"20,64,16,4096,4,4,0,0,0",0.767665,8.89765,141.939,0.762712
1.79769e+308,"20,64,16,4096,64,1,0,0,0",1.79769e+308,20.1169,265.282,0.661208
1.79769e+308,"20,64,16,4096,64,16,0,0,0",1.79769e+308,30.9196,356.349,0.595039
16.0727,"20,64,16,4096,64,2,0,0,0",0.774016,20.7653,271.353,0.656576
35.0763,"20,64,16,4096,64,32,0,0,0",0.774513,45.2881,453.487,0.53174
17.087,"20,64,16,4096,64,4,0,0,0",0.773462,22.0916,283.495,0.64741
1.79769e+308,"20,64,16,4096,64,64,0,0,0",1.79769e+308,85.1841,647.763,0.424627
19.2369,"20,64,16,4096,64,8,0,0,0",0.773661,24.8647,307.78,0.62946
6.34498,"20,64,16,4096,8,1,0,0,0",0.770922,8.23038,133.162,0.770502
6.67535,"20,64,16,4096,8,2,0,0,0",0.768143,8.69024,139.234,0.765105
7.38554,"20,64,16,4096,8,4,0,0,0",0.766664,9.63335,151.376,0.754424
8.90271,"20,64,16,4096,8,8,0,0,0",0.766466,11.6153,175.66,0.733506
3.3781,"20,8,16,4096,1,1,0,0,0",0.849987,3.9743,74.1226,0.861478
5.41519,"20,8,16,4096,16,1,0,0,0",0.868362,6.2361,109.512,0.826892
11.6285,"20,8,16,4096,16,16,0,0,0",0.880766,13.2027,200.579,0.744142
5.78942,"20,8,16,4096,16,2,0,0,0",0.870832,6.64815,115.583,0.8211
6.5566,"20,8,16,4096,16,4,0,0,0",0.87493,7.49386,127.725,0.809637
8.14376,"20,8,16,4096,16,8,0,0,0",0.878169,9.27358,152.01,0.787189
3.47936,"20,8,16,4096,2,1,0,0,0",0.844965,4.11776,76.4819,0.859128
3.79151,"20,8,16,4096,2,2,0,0,0",0.844116,4.49169,82.553,0.85311
1.79769e+308,"20,8,16,4096,32,1,0,0,0",1.79769e+308,8.91608,147.26,0.79153
1.79769e+308,"20,8,16,4096,32,16,0,0,0",1.79769e+308,16.6188,238.327,0.712319
8.83235,"20,8,16,4096,32,2,0,0,0",0.942231,9.37387,153.331,0.785985
25.4246,"20,8,16,4096,32,32,0,0,0",0.940412,27.0356,335.465,0.636544
9.71851,"20,8,16,4096,32,4,0,0,0",0.942415,10.3124,165.473,0.775012
11.5656,"20,8,16,4096,32,8,0,0,0",0.94158,12.2831,189.758,0.753524
3.7199,"20,8,16,4096,4,1,0,0,0",0.843937,4.40779,81.2004,0.854447
4.02665,"20,8,16,4096,4,2,0,0,0",0.84115,4.78708,87.2715,0.848462
4.68011,"20,8,16,4096,4,4,0,0,0",0.840763,5.56651,99.4138,0.836617
1.79769e+308,"20,8,16,4096,64,1,0,0,0",1.79769e+308,15.1697,222.757,0.725277
1.79769e+308,"20,8,16,4096,64,16,0,0,0",1.79769e+308,24.4979,313.824,0.652696
15.661,"20,8,16,4096,64,2,0,0,0",0.995743,15.728,228.828,0.720197
36.5736,"20,8,16,4096,64,32,0,0,0",0.989287,36.9697,410.962,0.583264
16.8469,"20,8,16,4096,64,4,0,0,0",0.998597,16.8705,240.97,0.710142
1.79769e+308,"20,8,16,4096,64,64,0,0,0",1.79769e+308,71.8042,605.238,0.465772
19.199,"20,8,16,4096,64,8,0,0,0",0.996694,19.2627,265.255,0.690453
4.22663,"20,8,16,4096,8,1,0,0,0",0.845266,5.00035,90.6375,0.845162
4.54484,"20,8,16,4096,8,2,0,0,0",0.843129,5.39044,96.7086,0.839241
5.21859,"20,8,16,4096,8,4,0,0,0",0.842838,6.19169,108.851,0.827525
6.66197,"20,8,16,4096,8,8,0,0,0",0.845419,7.88008,133.135,0.804581
3.99368,"3,32,16,4096,32,32,0,0,0",0.811009,4.92433,90.4535,0.856381
2.31089,"4,16,16,4096,1,1,0,0,0",0.888575,2.60067,51.2395,0.896714
2.49129,"4,16,16,4096,16,1,0,0,0",0.830769,2.99877,58.3173,0.889395
3.32709,"4,16,16,4096,16,16,0,0,0",0.818449,4.06511,76.5307,0.870836
2.49312,"4,16,16,4096,16,2,0,0,0",0.812627,3.06798,59.5316,0.888146
2.59053,"4,16,16,4096,16,4,0,0,0",0.807722,3.2072,61.96,0.885652
2.82914,"4,16,16,4096,16,8,0,0,0",0.810905,3.48886,66.8169,0.880686
2.23527,"4,16,16,4096,2,1,0,0,0",0.850906,2.62693,51.7114,0.896224
2.2909,"4,16,16,4096,2,2,0,0,0",0.850156,2.69468,52.9256,0.894965
1.79769e+308,"4,16,16,4096,32,1,0,0,0",1.79769e+308,3.43344,65.867,0.881655
1.79769e+308,"4,16,16,4096,32,16,0,0,0",1.79769e+308,4.52493,84.0804,0.863257
2.91847,"4,16,16,4096,32,2,0,0,0",0.832823,3.50432,67.0812,0.880416
4.85918,"4,16,16,4096,32,32,0,0,0",0.844067,5.75686,103.508,0.844055
3.04169,"4,16,16,4096,32,4,0,0,0",0.834053,3.64688,69.5097,0.877944
3.29345,"4,16,16,4096,32,8,0,0,0",0.836915,3.93523,74.3666,0.873021
2.24022,"4,16,16,4096,4,1,0,0,0",0.836039,2.67956,52.6551,0.895245
2.26366,"4,16,16,4096,4,2,0,0,0",0.82389,2.74752,53.8693,0.893988
2.38367,"4,16,16,4096,4,4,0,0,0",0.826444,2.88425,56.2978,0.891478
1.79769e+308,"4,16,16,4096,64,1,0,0,0",1.79769e+308,4.33399,80.9663,0.866375
1.79769e+308,"4,16,16,4096,64,16,0,0,0",1.79769e+308,5.47628,99.1797,0.848296
3.98175,"4,16,16,4096,64,2,0,0,0",0.903254,4.40823,82.1806,0.865158
6.09003,"4,16,16,4096,64,32,0,0,0",0.90042,6.76354,118.607,0.829427
4.11594,"4,16,16,4096,64,4,0,0,0",0.90311,4.55752,84.609,0.862729
1.79769e+308,"4,16,16,4096,64,64,0,0,0",1.79769e+308,9.55893,157.463,0.792939
4.38505,"4,16,16,4096,64,8,0,0,0",0.902388,4.85938,89.4659,0.857891
2.31416,"4,16,16,4096,8,1,0,0,0",0.830841,2.78532,54.5425,0.893291
2.32305,"4,16,16,4096,8,2,0,0,0",0.81405,2.85369,55.7567,0.892036
2.42211,"4,16,16,4096,8,4,0,0,0",0.809731,2.99125,58.1852,0.889532
2.66053,"4,16,16,4096,8,8,0,0,0",0.813721,3.26958,63.0421,0.884543
2.38015,"4,32,16,4096,1,1,0,0,0",0.867688,2.74309,53.6695,0.891987
2.54047,"4,32,16,4096,16,1,0,0,0",0.807702,3.14531,60.7473,0.884707
3.32067,"4,32,16,4096,16,16,0,0,0",0.786444,4.22239,78.9607,0.866246
2.53578,"4,32,16,4096,16,2,0,0,0",0.78868,3.21523,61.9616,0.883465
2.62682,"4,32,16,4096,16,4,0,0,0",0.782753,3.35587,64.39,0.880984
2.84978,"4,32,16,4096,16,8,0,0,0",0.782822,3.64039,69.2469,0.876044
2.29617,"4,32,16,4096,2,1,0,0,0",0.829055,2.76962,54.1414,0.8915
2.35056,"4,32,16,4096,2,2,0,0,0",0.828223,2.83808,55.3556,0.890248
1.79769e+308,"4,32,16,4096,32,1,0,0,0",1.79769e+308,3.5844,68.297,0.877008
3.67909,"4,32,16,4096,32,16,0,0,0",0.785,4.68674,86.5104,0.858707
2.88105,"4,32,16,4096,32,2,0,0,0",0.788036,3.65599,69.5112,0.875775
4.67797,"4,32,16,4096,32,32,0,0,0",0.788789,5.93057,105.938,0.839606
2.97309,"4,32,16,4096,32,4,0,0,0",0.782395,3.79999,71.9397,0.873316
3.19973,"4,32,16,4096,32,8,0,0,0",0.782097,4.09122,76.7966,0.868419
2.29873,"4,32,16,4096,4,1,0,0,0",0.814341,2.82281,55.0851,0.890527
2.31872,"4,32,16,4096,4,2,0,0,0",0.801916,2.89147,56.2993,0.889276
2.43569,"4,32,16,4096,4,4,0,0,0",0.803961,3.02961,58.7278,0.886779
1.79769e+308,"4,32,16,4096,64,1,0,0,0",1.79769e+308,4.49393,83.3963,0.861808
1.79769e+308,"4,32,16,4096,64,16,0,0,0",1.79769e+308,5.6473,101.61,0.843824
3.69582,"4,32,16,4096,64,2,0,0,0",0.80891,4.56889,84.6106,0.860598
5.67605,"4,32,16,4096,64,32,0,0,0",0.817075,6.94679,121.037,0.825055
3.82803,"4,32,16,4096,64,4,0,0,0",0.811085,4.71965,87.039,0.858181
1.79769e+308,"4,32,16,4096,64,64,0,0,0",1.79769e+308,9.76796,159.893,0.78876
4.09017,"4,32,16,4096,64,8,0,0,0",0.814054,5.02445,91.8959,0.853369
2.37049,"4,32,16,4096,8,1,0,0,0",0.809136,2.92966,56.9725,0.888583
2.37546,"4,32,16,4096,8,2,0,0,0",0.792153,2.99874,58.1867,0.887334
2.4702,"4,32,16,4096,8,4,0,0,0",0.787263,3.13771,60.6152,0.884843
2.70245,"4,32,16,4096,8,8,0,0,0",0.79045,3.41888,65.4721,0.879881
2.62309,"4,64,16,4096,1,1,0,0,0",0.864778,3.03325,58.5295,0.882609
2.76895,"4,64,16,4096,16,1,0,0,0",0.804051,3.44375,65.6073,0.875406
3.548,"4,64,16,4096,16,16,0,0,0",0.781069,4.54249,83.8207,0.857138
2.75951,"4,64,16,4096,16,2,0,0,0",0.785044,3.5151,66.8216,0.874176
2.84912,"4,64,16,4096,16,4,0,0,0",0.778745,3.65861,69.25,0.871721
3.07158,"4,64,16,4096,16,8,0,0,0",0.777836,3.94888,74.1069,0.866833
2.52725,"4,64,16,4096,2,1,0,0,0",0.825809,3.06033,59.0014,0.882127
2.58159,"4,64,16,4096,2,2,0,0,0",0.824733,3.13021,60.2156,0.880888
1.79769e+308,"4,64,16,4096,32,1,0,0,0",1.79769e+308,3.89176,73.157,0.867787
1.79769e+308,"4,64,16,4096,32,16,0,0,0",1.79769e+308,5.01599,91.3704,0.849678
3.10206,"4,64,16,4096,32,2,0,0,0",0.782402,3.9648,74.3712,0.866567
4.88081,"4,64,16,4096,32,32,0,0,0",0.776721,6.28387,110.798,0.830778
3.19005,"4,64,16,4096,32,4,0,0,0",0.775851,4.11168,76.7997,0.864134
3.41173,"4,64,16,4096,32,8,0,0,0",0.773859,4.40873,81.6566,0.859288
2.52624,"4,64,16,4096,4,1,0,0,0",0.811091,3.11462,59.9451,0.881164
2.54322,"4,64,16,4096,4,2,0,0,0",0.798575,3.1847,61.1593,0.879926
2.66264,"4,64,16,4096,4,4,0,0,0",0.800628,3.32568,63.5878,0.877455
1.79769e+308,"4,64,16,4096,64,1,0,0,0",1.79769e+308,4.81939,88.2563,0.852747
1.79769e+308,"4,64,16,4096,64,16,0,0,0",1.79769e+308,5.99517,106.47,0.834952
3.83405,"4,64,16,4096,64,2,0,0,0",0.783126,4.89583,89.4706,0.851549
5.7014,"4,64,16,4096,64,32,0,0,0",0.77895,7.31934,125.897,0.81638
3.92462,"4,64,16,4096,64,4,0,0,0",0.777224,5.04954,91.899,0.849158
1.79769e+308,"4,64,16,4096,64,64,0,0,0",1.79769e+308,10.1926,164.753,0.780467
4.16081,"4,64,16,4096,64,8,0,0,0",0.776229,5.36029,96.7559,0.844396
2.59769,"4,64,16,4096,8,1,0,0,0",0.805817,3.22367,61.8325,0.87924
2.59805,"4,64,16,4096,8,2,0,0,0",0.78868,3.29418,63.0467,0.878005
2.69223,"4,64,16,4096,8,4,0,0,0",0.783535,3.436,65.4752,0.87554
2.92611,"4,64,16,4096,8,8,0,0,0",0.785977,3.7229,70.3321,0.87063
2.36681,"4,8,16,4096,1,1,0,0,0",0.935455,2.53012,50.0245,0.899087
2.60774,"4,8,16,4096,16,1,0,0,0",0.891178,2.92616,57.1023,0.891749
3.59468,"4,8,16,4096,16,16,0,0,0",0.901564,3.98716,75.3157,0.87314
2.647,"4,8,16,4096,16,2,0,0,0",0.8838,2.99502,58.3166,0.890496
2.77424,"4,8,16,4096,16,4,0,0,0",0.88534,3.13354,60.745,0.887996
3.04135,"4,8,16,4096,16,8,0,0,0",0.890903,3.41378,65.6019,0.883016
2.29934,"4,8,16,4096,2,1,0,0,0",0.899501,2.55624,50.4964,0.898596
2.361,"4,8,16,4096,2,2,0,0,0",0.899893,2.62364,51.7106,0.897333
1.79769e+308,"4,8,16,4096,32,1,0,0,0",1.79769e+308,3.35863,64.652,0.883988
1.79769e+308,"4,8,16,4096,32,16,0,0,0",1.79769e+308,4.44473,82.8654,0.865541
3.26396,"4,8,16,4096,32,2,0,0,0",0.951828,3.42915,65.8662,0.882746
5.39589,"4,8,16,4096,32,32,0,0,0",0.951534,5.67073,102.293,0.846288
3.39762,"4,8,16,4096,32,4,0,0,0",0.951448,3.571,68.2947,0.880267
3.6679,"4,8,16,4096,32,8,0,0,0",0.950744,3.85792,73.1516,0.875331
2.30621,"4,8,16,4096,4,1,0,0,0",0.884079,2.6086,51.4401,0.897614
2.33517,"4,8,16,4096,4,2,0,0,0",0.872564,2.67621,52.6543,0.896353
2.46398,"4,8,16,4096,4,4,0,0,0",0.876164,2.81223,55.0828,0.893836
1.79769e+308,"4,8,16,4096,64,1,0,0,0",1.79769e+308,4.25472,79.7513,0.868667
1.79769e+308,"4,8,16,4096,64,16,0,0,0",1.79769e+308,5.39148,97.9647,0.85054
4.34041,"4,8,16,4096,64,2,0,0,0",1.00273,4.32859,80.9656,0.867447
6.67257,"4,8,16,4096,64,32,0,0,0",0.999985,6.67267,117.392,0.831622
4.49873,"4,8,16,4096,64,4,0,0,0",1.00482,4.47716,83.394,0.865011
1.79769e+308,"4,8,16,4096,64,64,0,0,0",1.79769e+308,9.45524,156.248,0.795037
4.79354,"4,8,16,4096,64,8,0,0,0",1.00335,4.77755,88.2509,0.86016
2.39117,"4,8,16,4096,8,1,0,0,0",0.881112,2.71381,53.3275,0.895655
2.40896,"4,8,16,4096,8,2,0,0,0",0.86596,2.78183,54.5417,0.894396
2.52377,"4,8,16,4096,8,4,0,0,0",0.864694,2.91869,56.9702,0.891885
2.79177,"4,8,16,4096,8,8,0,0,0",0.87363,3.1956,61.8271,0.886884
3.30788,"5,32,16,4096,32,4,0,0,0",0.78237,4.22802,78.9246,0.864678
2.4935,"6,16,16,4096,1,1,0,0,0",0.887345,2.81007,54.8593,0.89076
2.84011,"6,16,16,4096,16,1,0,0,0",0.830657,3.41911,65.476,0.879877
4.16022,"6,16,16,4096,16,16,0,0,0",0.818712,5.08142,92.7961,0.85248
2.86541,"6,16,16,4096,16,2,0,0,0",0.812731,3.52566,67.2973,0.878023
3.02244,"6,16,16,4096,16,4,0,0,0",0.808012,3.74058,70.94,0.874328
3.38706,"6,16,16,4096,16,8,0,0,0",0.810744,4.17772,78.2254,0.866984
2.42419,"6,16,16,4096,2,1,0,0,0",0.850585,2.85003,55.5671,0.89003
2.51187,"6,16,16,4096,2,2,0,0,0",0.850531,2.95329,57.3884,0.888155
1.79769e+308,"6,16,16,4096,32,1,0,0,0",1.79769e+308,4.09146,76.8005,0.868415
1.79769e+308,"6,16,16,4096,32,16,0,0,0",1.79769e+308,5.8112,104.121,0.841375
3.50155,"6,16,16,4096,32,2,0,0,0",0.833348,4.20179,78.6218,0.866586
6.58694,"6,16,16,4096,32,32,0,0,0",0.84427,7.80194,133.262,0.813459
3.69068,"6,16,16,4096,32,4,0,0,0",0.834184,4.42429,82.2645,0.862938
4.08081,"6,16,16,4096,32,8,0,0,0",0.836802,4.87667,89.5499,0.85569
2.44902,"6,16,16,4096,4,1,0,0,0",0.835777,2.93023,56.9826,0.888572
2.49864,"6,16,16,4096,4,2,0,0,0",0.823557,3.03396,58.804,0.8867
2.67917,"6,16,16,4096,4,4,0,0,0",0.82608,3.24323,62.4466,0.882968
1.79769e+308,"6,16,16,4096,64,1,0,0,0",1.79769e+308,5.50725,99.4495,0.845938
1.79769e+308,"6,16,16,4096,64,16,0,0,0",1.79769e+308,7.34413,126.77,0.819597
5.0826,"6,16,16,4096,64,2,0,0,0",0.903529,5.62527,101.271,0.844156
8.51855,"6,16,16,4096,64,32,0,0,0",0.900019,9.46486,155.911,0.792404
5.29538,"6,16,16,4096,64,4,0,0,0",0.903156,5.8632,104.914,0.840603
1.79769e+308,"6,16,16,4096,64,64,0,0,0",1.79769e+308,14.2377,214.194,0.740695
5.72633,"6,16,16,4096,64,8,0,0,0",0.902263,6.34663,112.199,0.833542
2.56808,"6,16,16,4096,8,1,0,0,0",0.83063,3.09173,59.8137,0.885664
2.60144,"6,16,16,4096,8,2,0,0,0",0.813867,3.1964,61.6351,0.883799
2.75896,"6,16,16,4096,8,4,0,0,0",0.80966,3.40755,65.2778,0.880079
3.12271,"6,16,16,4096,8,8,0,0,0",0.813814,3.83713,72.5631,0.872686
2.62366,"6,32,16,4096,1,1,0,0,0",0.86645,3.02806,58.5043,0.883726
2.94483,"6,32,16,4096,16,1,0,0,0",0.80759,3.64645,69.121,0.872929
4.19198,"6,32,16,4096,16,16,0,0,0",0.785985,5.33341,96.4411,0.845749
2.96114,"6,32,16,4096,16,2,0,0,0",0.788666,3.75461,70.9423,0.87109
3.10922,"6,32,16,4096,16,4,0,0,0",0.782632,3.97277,74.585,0.867424
3.45697,"6,32,16,4096,16,8,0,0,0",0.782749,4.41644,81.8704,0.860138
2.54355,"6,32,16,4096,2,1,0,0,0",0.828883,3.06864,59.2121,0.883002
2.62857,"6,32,16,4096,2,2,0,0,0",0.828287,3.1735,61.0334,0.881142
1.79769e+308,"6,32,16,4096,32,1,0,0,0",1.79769e+308,4.32889,80.4455,0.861558
1.79769e+308,"6,32,16,4096,32,16,0,0,0",1.79769e+308,6.07372,107.766,0.834731
3.49968,"6,32,16,4096,32,2,0,0,0",0.788062,4.44087,82.2668,0.859743
6.38817,"6,32,16,4096,32,32,0,0,0",0.789388,8.09256,136.907,0.807036
3.65113,"6,32,16,4096,32,4,0,0,0",0.782387,4.66666,85.9095,0.856125
4.00762,"6,32,16,4096,32,8,0,0,0",0.78187,5.12568,93.1949,0.848933
2.56482,"6,32,16,4096,4,1,0,0,0",0.814206,3.15008,60.6276,0.881556
2.60937,"6,32,16,4096,4,2,0,0,0",0.801549,3.25541,62.449,0.879699
2.78688,"6,32,16,4096,4,4,0,0,0",0.803625,3.46789,66.0916,0.875997
1.79769e+308,"6,32,16,4096,64,1,0,0,0",1.79769e+308,5.76541,103.094,0.839258
1.79769e+308,"6,32,16,4096,64,16,0,0,0",1.79769e+308,7.62836,130.415,0.813126
4.76049,"6,32,16,4096,64,2,0,0,0",0.808902,5.88513,104.916,0.83749
7.98142,"6,32,16,4096,64,32,0,0,0",0.81623,9.77839,159.556,0.786147
4.96724,"6,32,16,4096,64,4,0,0,0",0.810784,6.12647,108.559,0.833965
1.79769e+308,"6,32,16,4096,64,64,0,0,0",1.79769e+308,14.6151,217.839,0.734846
5.38272,"6,32,16,4096,64,8,0,0,0",0.813494,6.61679,115.844,0.82696
2.68086,"6,32,16,4096,8,1,0,0,0",0.808933,3.31407,63.4587,0.878671
2.70895,"6,32,16,4096,8,2,0,0,0",0.792011,3.42034,65.2801,0.87682
2.86132,"6,32,16,4096,8,4,0,0,0",0.78722,3.63471,68.9228,0.87313
3.2173,"6,32,16,4096,8,8,0,0,0",0.790343,4.07077,76.2081,0.865796
3.00125,"6,64,16,4096,1,1,0,0,0",0.863389,3.47613,65.7943,0.869825
3.30674,"6,64,16,4096,16,1,0,0,0",0.803888,4.11343,76.411,0.859199
4.568,"6,64,16,4096,16,16,0,0,0",0.780802,5.8504,103.731,0.832445
3.31637,"6,64,16,4096,16,2,0,0,0",0.784963,4.22487,78.2323,0.857388
3.46447,"6,64,16,4096,16,4,0,0,0",0.778605,4.44959,81.875,0.85378
3.81556,"6,64,16,4096,16,8,0,0,0",0.777655,4.9065,89.1604,0.846608
2.90377,"6,64,16,4096,2,1,0,0,0",0.825411,3.51797,66.5021,0.869113
2.99049,"6,64,16,4096,2,2,0,0,0",0.824722,3.62606,68.3234,0.867282
1.79769e+308,"6,64,16,4096,32,1,0,0,0",1.79769e+308,4.81635,87.7355,0.848006
1.79769e+308,"6,64,16,4096,32,16,0,0,0",1.79769e+308,6.61208,115.056,0.821601
3.85773,"6,64,16,4096,32,2,0,0,0",0.78224,4.93165,89.5568,0.84622
6.74832,"6,64,16,4096,32,32,0,0,0",0.776741,8.68799,144.197,0.794342
4.0057,"6,64,16,4096,32,4,0,0,0",0.77568,5.16412,93.1995,0.842658
4.36293,"6,64,16,4096,32,8,0,0,0",0.774036,5.6366,100.485,0.83558
2.92083,"6,64,16,4096,4,1,0,0,0",0.810908,3.60192,67.9176,0.86769
2.96158,"6,64,16,4096,4,2,0,0,0",0.798166,3.71049,69.739,0.865862
3.14403,"6,64,16,4096,4,4,0,0,0",0.800118,3.92946,73.3816,0.862217
1.79769e+308,"6,64,16,4096,64,1,0,0,0",1.79769e+308,6.2949,110.384,0.826057
1.79769e+308,"6,64,16,4096,64,16,0,0,0",1.79769e+308,8.21081,137.705,0.800336
5.02763,"6,64,16,4096,64,2,0,0,0",0.783355,6.41807,112.206,0.824317
8.11646,"6,64,16,4096,64,32,0,0,0",0.778902,10.4204,166.846,0.773782
5.18145,"6,64,16,4096,64,4,0,0,0",0.777255,6.66635,115.849,0.820847
1.79769e+308,"6,64,16,4096,64,64,0,0,0",1.79769e+308,15.3869,225.129,0.723288
5.56695,"6,64,16,4096,64,8,0,0,0",0.77635,7.17067,123.134,0.813952
3.03805,"6,64,16,4096,8,1,0,0,0",0.805647,3.77094,70.7487,0.86485
3.06021,"6,64,16,4096,8,2,0,0,0",0.788622,3.88046,72.5701,0.863028
3.214,"6,64,16,4096,8,4,0,0,0",0.783647,4.10134,76.2128,0.859396
3.57743,"6,64,16,4096,8,8,0,0,0",0.786157,4.55053,83.4981,0.852177
2.52466,"6,8,16,4096,1,1,0,0,0",0.934172,2.70257,53.0368,0.894297
2.94688,"6,8,16,4096,16,1,0,0,0",0.891113,3.30696,63.6535,0.883371
4.46813,"6,8,16,4096,16,16,0,0,0",0.901372,4.95703,90.9736,0.855865
3.01472,"6,8,16,4096,16,2,0,0,0",0.883379,3.41271,65.4748,0.88151
3.20763,"6,8,16,4096,16,4,0,0,0",0.884614,3.62602,69.1175,0.8778
3.61337,"6,8,16,4096,16,8,0,0,0",0.890009,4.05992,76.4029,0.870427
2.46555,"6,8,16,4096,2,1,0,0,0",0.899106,2.74222,53.7446,0.893565
2.55738,"6,8,16,4096,2,2,0,0,0",0.899,2.84469,55.5659,0.891682
1.79769e+308,"6,8,16,4096,32,1,0,0,0",1.79769e+308,3.97429,74.978,0.871864
1.79769e+308,"6,8,16,4096,32,16,0,0,0",1.79769e+308,5.68158,102.298,0.844716
3.88685,"6,8,16,4096,32,2,0,0,0",0.951769,4.08381,76.7993,0.870027
7.28199,"6,8,16,4096,32,32,0,0,0",0.950853,7.65838,131.44,0.81669
4.09311,"6,8,16,4096,32,4,0,0,0",0.950851,4.30468,80.442,0.866366
4.51558,"6,8,16,4096,32,8,0,0,0",0.949896,4.75376,87.7274,0.859088
2.49422,"6,8,16,4096,4,1,0,0,0",0.883909,2.82181,55.1601,0.892101
2.55072,"6,8,16,4096,4,2,0,0,0",0.872118,2.92474,56.9815,0.890222
2.74341,"6,8,16,4096,4,4,0,0,0",0.875811,3.13242,60.6241,0.886475
1.79769e+308,"6,8,16,4096,64,1,0,0,0",1.79769e+308,5.3798,97.627,0.849297
1.79769e+308,"6,8,16,4096,64,16,0,0,0",1.79769e+308,7.20374,124.947,0.822852
5.52124,"6,8,16,4096,64,2,0,0,0",1.00441,5.49698,99.4483,0.847508
9.30207,"6,8,16,4096,64,32,0,0,0",0.999155,9.30994,154.089,0.795551
5.76736,"6,8,16,4096,64,4,0,0,0",1.00596,5.73321,103.091,0.843941
1.79769e+308,"6,8,16,4096,64,64,0,0,0",1.79769e+308,14.0512,212.371,0.743637
6.23727,"6,8,16,4096,64,8,0,0,0",1.00387,6.21321,110.376,0.836852
2.62657,"6,8,16,4096,8,1,0,0,0",0.880787,2.98207,57.9912,0.889182
2.67115,"6,8,16,4096,8,2,0,0,0",0.865586,3.08594,59.8126,0.887309
2.8491,"6,8,16,4096,8,4,0,0,0",0.864545,3.29549,63.4553,0.883574
3.25199,"6,8,16,4096,8,8,0,0,0",0.873756,3.72185,70.7406,0.876152
3.15256,"7,32,16,4096,16,1,0,0,0",0.807678,3.90323,73.3078,0.867099
2.96733,"7,32,16,4096,4,4,0,0,0",0.803724,3.69197,69.7736,0.870655
2.8396,"7,32,16,4096,8,1,0,0,0",0.80895,3.51022,66.7019,0.873757
3.06234,"7,32,16,4096,8,4,0,0,0",0.787368,3.88934,73.0766,0.867331
2.51509,"8,16,16,4096,1,1,0,0,0",0.832019,3.02287,58.479,0.884845
3.10641,"8,16,16,4096,16,1,0,0,0",0.80667,3.8509,72.6347,0.87046
4.95832,"8,16,16,4096,16,16,0,0,0",0.805919,6.15238,109.061,0.83451
3.20137,"8,16,16,4096,16,2,0,0,0",0.801013,3.99665,75.0631,0.868016
3.42964,"8,16,16,4096,16,4,0,0,0",0.799189,4.2914,79.92,0.863148
3.91991,"8,16,16,4096,16,8,0,0,0",0.800958,4.89402,89.6338,0.853495
2.50288,"8,16,16,4096,2,1,0,0,0",0.813433,3.07694,59.4227,0.883878
